episode,train_reward,win,roll_mean,roll_std,roll_win
1055,0.0,0,,,
1056,3.0,0,,,
1057,4.0,0,,,
1058,1.0,0,,,
1059,-2.0,0,,,
1060,-1.0,0,,,
1061,1.0,0,,,
1062,0.0,0,,,
1063,0.0,0,,,
1064,2.0,0,,,
1065,3.0,0,,,
1066,0.0,0,,,
1067,-3.0,0,,,
1068,2.0,0,,,
1069,-3.0,0,,,
1070,-1.0,0,,,
1071,-2.0,0,,,
1072,-1.0,0,,,
1073,-3.0,0,,,
1074,-2.0,0,,,
1075,-3.0,0,,,
1076,-2.0,0,,,
1077,-1.0,0,,,
1078,0.0,0,,,
1079,1.0,0,,,
1080,1.0,0,,,
1081,-1.0,0,,,
1082,-1.0,0,,,
1083,-1.0,0,,,
1084,-2.0,0,,,
1085,0.0,0,,,
1086,1.0,0,,,
1087,-2.0,0,,,
1088,-2.0,0,,,
1089,-2.0,0,,,
1090,0.0,0,,,
1091,1.0,0,,,
1092,-3.0,0,,,
1093,-1.0,0,,,
1094,1.0,0,,,
1095,1.0,0,,,
1096,-2.0,0,,,
1097,-2.0,0,,,
1098,-3.0,0,,,
1099,0.0,0,,,
1100,-1.0,0,,,
1101,1.0,0,,,
1102,1.0,0,,,
1103,-2.0,0,,,
1104,0.0,0,,,
1105,-2.0,0,,,
1106,5.0,0,,,
1107,0.0,0,,,
1108,3.0,0,,,
1109,1.0,0,,,
1110,-3.0,0,,,
1111,2.0,0,,,
1112,0.0,0,,,
1113,-2.0,0,,,
1114,2.0,0,,,
1115,-3.0,0,,,
1116,0.0,0,,,
1117,-1.0,0,,,
1118,-1.0,0,,,
1119,-1.0,0,,,
1120,-2.0,0,,,
1121,-2.0,0,,,
1122,3.0,0,,,
1123,4.0,0,,,
1124,-2.0,0,,,
1125,-3.0,0,,,
1126,-1.0,0,,,
1127,1.0,0,,,
1128,2.0,0,,,
1129,-2.0,0,,,
1130,1.0,0,,,
1131,-1.0,0,,,
1132,0.0,0,,,
1133,2.0,0,,,
1134,-2.0,0,,,
1135,-3.0,0,,,
1136,-1.0,0,,,
1137,-3.0,0,,,
1138,3.0,0,,,
1139,4.0,0,,,
1140,1.0,0,,,
1141,-3.0,0,,,
1142,-2.0,0,,,
1143,-2.0,0,,,
1144,-2.0,0,,,
1145,-2.0,0,,,
1146,0.0,0,,,
1147,-2.0,0,,,
1148,-1.0,0,,,
1149,-2.0,0,,,
1150,-1.0,0,,,
1151,-2.0,0,,,
1152,-1.0,0,,,
1153,-2.0,0,,,
1154,-1.0,0,,,
1155,1.0,0,,,
1156,-2.0,0,,,
1157,-1.0,0,,,
1158,5.0,0,,,
1159,-2.0,0,,,
1160,0.0,0,,,
1161,-2.0,0,,,
1162,0.0,0,,,
1163,-3.0,0,,,
1164,1.0,0,,,
1165,0.0,0,,,
1166,-3.0,0,,,
1167,-2.0,0,,,
1168,2.0,0,,,
1169,-3.0,0,,,
1170,-3.0,0,,,
1171,-1.0,0,,,
1172,-2.0,0,,,
1173,10.0,0,,,
1174,3.0,0,,,
1175,-2.0,0,,,
1176,-3.0,0,,,
1177,-1.0,0,,,
