"Step","DQN_good_disc - total_reward","non_Det_DQN_discounted_run_1747653690 - total_reward__MIN","non_Det_DQN_discounted_run_1747653690 - total_reward__MAX"
"37407","1","1","1"
"37408","18","18","18"
"37410","13","13","13"
"37411","3","3","3"
"37412","2","2","2"
"37414","30","30","30"
"37435","5","5","5"
"37437","3","3","3"
"37443","-2","-2","-2"
"37444","-2","-2","-2"
"37448","1","1","1"
"37453","10","10","10"
"37466","0","0","0"
"37468","7","7","7"
"37472","4","4","4"
"37473","0","0","0"
"37489","-2","-2","-2"
"37490","-1","-1","-1"
"37500","-2","-2","-2"
"37508","21","21","21"
"37511","3","3","3"
"37516","13","13","13"
"37519","0","0","0"
"37533","0","0","0"
"37534","2","2","2"
"37544","0","0","0"
"37551","0","0","0"
"37556","-1","-1","-1"
"37558","3","3","3"
"37562","0","0","0"
"37564","0","0","0"
"37568","2","2","2"
"37570","9","9","9"
"37573","0","0","0"
"37581","9","9","9"
"37583","0","0","0"
"37585","2","2","2"
"37592","1","1","1"
"37598","3","3","3"
"37600","-2","-2","-2"
"37611","1","1","1"
"37613","4","4","4"
"37616","-2","-2","-2"
"37619","7","7","7"
"37621","0","0","0"
"37622","2","2","2"
"37633","1","1","1"
"37636","-1","-1","-1"
"37637","11","11","11"
"37640","-2","-2","-2"
"37645","2","2","2"
"37648","3","3","3"
"37649","1","1","1"
"37654","3","3","3"
"37655","0","0","0"
"37660","2","2","2"
"37662","16","16","16"
"37667","1","1","1"
"37673","25","25","25"
"37674","6","6","6"
"37676","28","28","28"
"37678","-1","-1","-1"
"37680","25","25","25"
"37682","9","9","9"
"37687","3","3","3"
"37691","5","5","5"
"37693","-2","-2","-2"
"37694","30","30","30"
"37695","10","10","10"
"37696","6","6","6"
"37706","4","4","4"
"37713","-2","-2","-2"
"37716","1","1","1"
"37717","0","0","0"
"37725","1","1","1"
"37727","6","6","6"
"37730","3","3","3"
"37731","1","1","1"
"37733","0","0","0"
"37734","0","0","0"
"37738","9","9","9"
"37747","2","2","2"
"37749","31","31","31"
"37751","10","10","10"
"37752","1","1","1"
"37755","5","5","5"
"37760","14","14","14"
"37765","2","2","2"
"37776","6","6","6"
"37782","22","22","22"
"37788","4","4","4"
"37804","4","4","4"
"37807","0","0","0"
"37811","9","9","9"
"37815","-1","-1","-1"
"37818","-2","-2","-2"
"37823","12","12","12"
"37826","7","7","7"
"37828","2","2","2"
"37842","8","8","8"
"37850","-2","-2","-2"
"37854","7","7","7"
"37855","-1","-1","-1"
"37869","23","23","23"
"37871","-1","-1","-1"
"37872","1","1","1"
"37878","11","11","11"
"37897","2","2","2"
"37904","3","3","3"
"37911","19","19","19"
"37912","-1","-1","-1"
"37913","4","4","4"
"37921","0","0","0"
"37933","3","3","3"
"37936","1","1","1"
"37944","38","38","38"
"37949","6","6","6"
"37959","5","5","5"
"37960","7","7","7"
"37962","-2","-2","-2"
"37963","3","3","3"
"37967","0","0","0"
"37971","5","5","5"
"37972","5","5","5"
"37973","2","2","2"
"37975","3","3","3"
"37979","6","6","6"
"37985","4","4","4"
"37990","2","2","2"
"37991","24","24","24"
"37993","0","0","0"
"37995","-1","-1","-1"
"37999","3","3","3"
"38000","6","6","6"
"38012","6","6","6"
"38025","2","2","2"
"38031","10","10","10"
"38039","-2","-2","-2"
"38040","4","4","4"
"38045","-2","-2","-2"
"38053","20","20","20"
"38064","-2","-2","-2"
"38071","11","11","11"
"38072","-2","-2","-2"
"38074","1","1","1"
"38076","1","1","1"
"38079","2","2","2"
"38081","-2","-2","-2"
"38082","2","2","2"
"38089","3","3","3"
"38092","2","2","2"
"38095","9","9","9"
"38104","0","0","0"
"38107","-2","-2","-2"
"38109","2","2","2"
"38128","3","3","3"
"38136","34","34","34"
"38144","-2","-2","-2"
"38145","2","2","2"
"38149","-1","-1","-1"
"38163","1","1","1"
"38172","24","24","24"
"38175","1","1","1"
"38178","13","13","13"
"38190","3","3","3"
"38191","1","1","1"
"38197","5","5","5"
"38199","7","7","7"
"38201","1","1","1"
"38204","1","1","1"
"38205","4","4","4"
"38216","16","16","16"
"38224","3","3","3"
"38225","-2","-2","-2"
"38226","0","0","0"
"38233","2","2","2"
"38236","7","7","7"
"38237","-1","-1","-1"
"38243","5","5","5"
"38248","7","7","7"
"38250","2","2","2"
"38258","10","10","10"
"38260","-1","-1","-1"
"38273","5","5","5"
"38274","21","21","21"
"38277","5","5","5"
"38294","19","19","19"
"38297","27","27","27"
"38306","-2","-2","-2"
"38311","-1","-1","-1"
"38312","-2","-2","-2"
"38321","9","9","9"
"38331","4","4","4"
"38337","1","1","1"
"38342","7","7","7"
"38343","1","1","1"
"38346","-2","-2","-2"
"38352","9","9","9"
"38354","5","5","5"
"38370","13","13","13"
"38371","-1","-1","-1"
"38373","-1","-1","-1"
"38379","4","4","4"
"38397","2","2","2"
"38406","9","9","9"
"38410","2","2","2"
"38412","3","3","3"
"38413","-2","-2","-2"
"38428","6","6","6"
"38437","0","0","0"
"38441","26","26","26"
"38443","4","4","4"
"38448","0","0","0"
"38449","4","4","4"
"38460","13","13","13"
"38465","21","21","21"
"38467","8","8","8"
"38470","0","0","0"
"38471","3","3","3"
"38476","4","4","4"
"38482","3","3","3"
"38494","4","4","4"
"38496","18","18","18"
"38502","21","21","21"
"38504","0","0","0"
"38506","0","0","0"
"38507","13","13","13"
"38511","4","4","4"
"38518","2","2","2"
"38536","-1","-1","-1"
"38540","10","10","10"
"38542","0","0","0"
"38543","-1","-1","-1"
"38552","4","4","4"
"38557","-1","-1","-1"
"38565","0","0","0"
"38569","3","3","3"
"38572","0","0","0"
"38574","1","1","1"
"38576","-2","-2","-2"
"38582","4","4","4"
"38585","31","31","31"
"38589","18","18","18"
"38592","0","0","0"
"38597","4","4","4"
"38598","2","2","2"
"38600","23","23","23"
"38601","4","4","4"
"38604","-1","-1","-1"
"38607","22","22","22"
"38613","4","4","4"
"38617","1","1","1"
"38618","18","18","18"
"38624","-2","-2","-2"
"38631","-1","-1","-1"
"38632","4","4","4"
"38637","9","9","9"
"38639","3","3","3"
"38644","8","8","8"
"38647","2","2","2"
"38650","5","5","5"
"38657","1","1","1"
"38660","10","10","10"
"38672","-2","-2","-2"
"38676","0","0","0"
"38678","5","5","5"
"38682","8","8","8"
"38691","4","4","4"
"38701","1","1","1"
"38702","5","5","5"
"38715","1","1","1"
"38716","7","7","7"
"38723","19","19","19"
"38728","6","6","6"
"38732","7","7","7"
"38733","9","9","9"
"38735","20","20","20"
"38749","3","3","3"
"38750","23","23","23"
"38752","12","12","12"
"38767","-2","-2","-2"
"38769","3","3","3"
"38774","0","0","0"
"38778","2","2","2"
"38780","0","0","0"
"38781","4","4","4"
"38782","17","17","17"
"38787","1","1","1"
"38792","-2","-2","-2"
"38802","0","0","0"
"38806","-2","-2","-2"
"38808","-2","-2","-2"
"38811","4","4","4"
"38813","6","6","6"
"38815","-2","-2","-2"
"38824","8","8","8"
"38839","2","2","2"
"38840","5","5","5"
"38856","2","2","2"
"38861","-2","-2","-2"
"38868","11","11","11"
"38877","3","3","3"
"38878","2","2","2"
"38883","3","3","3"
"38902","10","10","10"
"38906","-1","-1","-1"
"38915","21","21","21"
"38916","11","11","11"
"38917","8","8","8"
"38918","2","2","2"
"38922","28","28","28"
"38929","2","2","2"
"38933","2","2","2"
"38945","-1","-1","-1"
"38951","5","5","5"
"38952","3","3","3"
"38954","10","10","10"
"38956","21","21","21"
"38960","6","6","6"
"38965","-1","-1","-1"
"38970","2","2","2"
"38971","-2","-2","-2"
"38977","1","1","1"
"38989","-1","-1","-1"
"38998","6","6","6"
"39009","-2","-2","-2"
"39012","4","4","4"
"39014","12","12","12"
"39016","1","1","1"
"39018","-2","-2","-2"
"39022","0","0","0"
"39029","5","5","5"
"39037","10","10","10"
"39040","4","4","4"
"39041","3","3","3"
"39044","10","10","10"
"39047","11","11","11"
"39050","22","22","22"
"39058","10","10","10"
"39063","-2","-2","-2"
"39066","-2","-2","-2"
"39083","-1","-1","-1"
"39085","4","4","4"
"39087","4","4","4"
"39089","11","11","11"
"39099","7","7","7"
"39102","0","0","0"
"39108","-1","-1","-1"
"39113","-2","-2","-2"
"39116","2","2","2"
"39118","23","23","23"
"39129","1","1","1"
"39133","9","9","9"
"39138","18","18","18"
"39139","3","3","3"
"39142","0","0","0"
"39147","27","27","27"
"39150","0","0","0"
"39152","11","11","11"
"39153","1","1","1"
"39159","23","23","23"
"39167","-1","-1","-1"
"39169","2","2","2"
"39171","3","3","3"
"39178","18","18","18"
"39188","2","2","2"
"39191","6","6","6"
"39211","11","11","11"
"39218","2","2","2"
"39227","7","7","7"
"39229","4","4","4"
"39230","-2","-2","-2"
"39242","6","6","6"
"39246","5","5","5"
"39247","3","3","3"
"39248","-2","-2","-2"
"39255","1","1","1"
"39256","-1","-1","-1"
"39262","5","5","5"
"39277","0","0","0"
"39279","4","4","4"
"39283","3","3","3"
"39284","-1","-1","-1"
"39306","-2","-2","-2"
"39312","12","12","12"
"39315","5","5","5"
"39316","3","3","3"
"39323","10","10","10"
"39330","0","0","0"
"39352","3","3","3"
"39359","-1","-1","-1"
"39361","0","0","0"
"39365","21","21","21"
"39371","1","1","1"
"39376","3","3","3"
"39391","3","3","3"
"39397","-1","-1","-1"
"39401","7","7","7"
"39403","4","4","4"
"39404","2","2","2"
"39407","3","3","3"
"39408","7","7","7"
"39413","4","4","4"
"39414","17","17","17"
"39415","1","1","1"
"39422","10","10","10"
"39433","5","5","5"
"39435","0","0","0"
"39441","3","3","3"
"39445","11","11","11"
"39453","3","3","3"
"39455","0","0","0"
"39456","3","3","3"
"39460","7","7","7"
"39463","20","20","20"
"39479","-1","-1","-1"
"39487","21","21","21"
"39489","8","8","8"
"39491","-2","-2","-2"
"39495","2","2","2"
"39496","-1","-1","-1"
"39504","5","5","5"
"39507","7","7","7"
"39510","5","5","5"
"39511","-2","-2","-2"
"39514","4","4","4"
"39515","3","3","3"
"39518","3","3","3"
"39520","4","4","4"
"39535","1","1","1"
"39540","6","6","6"
"39541","3","3","3"
"39542","2","2","2"
"39552","4","4","4"
"39553","1","1","1"
"39554","8","8","8"
"39556","7","7","7"
"39571","-2","-2","-2"
"39577","9","9","9"
"39584","6","6","6"
"39587","6","6","6"
"39597","4","4","4"
"39601","4","4","4"
"39602","1","1","1"
"39605","22","22","22"
"39612","4","4","4"
"39639","0","0","0"
"39640","4","4","4"
"39650","-1","-1","-1"
"39668","23","23","23"
"39672","-1","-1","-1"
"39673","18","18","18"
"39676","-2","-2","-2"
"39684","1","1","1"
"39696","10","10","10"
"39698","4","4","4"
"39713","-1","-1","-1"
"39714","4","4","4"
"39721","4","4","4"
"39740","24","24","24"
"39748","7","7","7"
"39751","12","12","12"
"39757","0","0","0"
"39759","20","20","20"
"39760","-1","-1","-1"
"39768","10","10","10"
"39774","-2","-2","-2"
"39777","7","7","7"
"39787","0","0","0"
"39790","2","2","2"
"39793","1","1","1"
"39794","-2","-2","-2"
"39795","26","26","26"
"39801","-1","-1","-1"
"39806","13","13","13"
"39809","7","7","7"
"39817","-1","-1","-1"
"39823","4","4","4"
"39830","0","0","0"
"39833","2","2","2"
"39834","1","1","1"
"39836","-2","-2","-2"
"39839","-2","-2","-2"
"39842","1","1","1"
"39849","5","5","5"
"39853","-1","-1","-1"
"39860","34","34","34"
"39875","4","4","4"
"39878","-1","-1","-1"
"39879","0","0","0"
"39880","2","2","2"
"39881","11","11","11"
"39903","-1","-1","-1"
"39910","-1","-1","-1"
"39912","22","22","22"
"39919","-1","-1","-1"
"39921","1","1","1"
"39936","-1","-1","-1"
"39938","9","9","9"
"39939","-1","-1","-1"
"39944","0","0","0"
"39945","0","0","0"
"39950","-2","-2","-2"
"39960","6","6","6"
"39964","1","1","1"
"39970","2","2","2"
"39972","8","8","8"
"39973","1","1","1"
"39975","13","13","13"
"39980","1","1","1"
"39989","7","7","7"
"39997","5","5","5"
"40001","7","7","7"
"40003","2","2","2"
"40014","9","9","9"
"40016","-1","-1","-1"
"40017","22","22","22"
"40022","2","2","2"
"40026","-2","-2","-2"
"40037","-2","-2","-2"
"40044","29","29","29"
"40045","2","2","2"
"40049","13","13","13"
"40054","6","6","6"
"40057","-1","-1","-1"
"40060","2","2","2"
"40075","8","8","8"
"40076","5","5","5"
"40077","-1","-1","-1"
"40080","2","2","2"
"40083","-1","-1","-1"
"40090","3","3","3"
"40115","1","1","1"
"40123","2","2","2"
"40124","25","25","25"
"40133","0","0","0"
"40136","29","29","29"
"40138","-2","-2","-2"
"40140","5","5","5"
"40144","5","5","5"
"40155","7","7","7"
"40165","7","7","7"
"40172","3","3","3"
"40181","-1","-1","-1"
"40184","4","4","4"
"40185","-1","-1","-1"
"40192","9","9","9"
"40195","26","26","26"
"40197","-2","-2","-2"
"40199","28","28","28"
"40200","-2","-2","-2"
"40214","1","1","1"
"40221","-2","-2","-2"
"40223","21","21","21"
"40225","-1","-1","-1"
"40230","7","7","7"
"40239","3","3","3"
"40240","-2","-2","-2"
"40245","19","19","19"
"40254","-1","-1","-1"
"40261","0","0","0"
"40269","1","1","1"
"40276","-1","-1","-1"
"40291","-1","-1","-1"
"40302","2","2","2"
"40303","8","8","8"
"40316","0","0","0"
"40326","6","6","6"
"40341","5","5","5"
"40352","1","1","1"
"40355","15","15","15"
"40356","1","1","1"
"40360","-1","-1","-1"
"40365","3","3","3"
"40368","-1","-1","-1"
"40370","5","5","5"
"40379","2","2","2"
"40380","5","5","5"
"40383","3","3","3"
"40389","1","1","1"
"40394","19","19","19"
"40406","-1","-1","-1"
"40409","0","0","0"
"40416","-2","-2","-2"
"40418","-1","-1","-1"
"40425","3","3","3"
"40436","-1","-1","-1"
"40437","1","1","1"
"40440","1","1","1"
"40448","-2","-2","-2"
"40449","6","6","6"
"40453","7","7","7"
"40461","5","5","5"
"40462","-1","-1","-1"
"40465","-2","-2","-2"
"40467","-2","-2","-2"
"40478","0","0","0"
"40479","0","0","0"
"40490","5","5","5"
"40499","-1","-1","-1"
"40502","-1","-1","-1"
"40504","2","2","2"
"40513","2","2","2"
"40518","-1","-1","-1"
"40523","9","9","9"
"40525","11","11","11"
"40542","1","1","1"
"40555","0","0","0"
"40556","2","2","2"
"40557","20","20","20"
"40564","0","0","0"
"40570","-2","-2","-2"
"40580","-2","-2","-2"
"40591","5","5","5"
"40592","4","4","4"
"40594","2","2","2"
"40595","1","1","1"
"40599","5","5","5"
"40600","0","0","0"
"40609","1","1","1"
"40613","0","0","0"
"40616","8","8","8"
"40623","25","25","25"
"40625","-1","-1","-1"
"40634","0","0","0"
"40640","1","1","1"
"40643","5","5","5"
"40648","29","29","29"
"40650","-2","-2","-2"
"40651","5","5","5"
"40664","3","3","3"
"40667","1","1","1"
"40674","3","3","3"
"40676","5","5","5"
"40688","1","1","1"
"40696","1","1","1"
"40697","2","2","2"
"40698","-1","-1","-1"
"40705","-2","-2","-2"
"40707","18","18","18"
"40710","4","4","4"
"40716","0","0","0"
"40724","23","23","23"
"40726","1","1","1"
"40738","9","9","9"
"40745","2","2","2"
"40753","1","1","1"
"40755","8","8","8"
"40756","4","4","4"
"40765","4","4","4"
"40766","3","3","3"
"40767","7","7","7"
"40774","3","3","3"
"40778","23","23","23"
"40780","-1","-1","-1"
"40793","7","7","7"
"40797","8","8","8"
"40799","0","0","0"
"40801","2","2","2"
"40803","-2","-2","-2"
"40812","7","7","7"
"40817","7","7","7"
"40819","-2","-2","-2"
"40821","14","14","14"
"40828","-2","-2","-2"
"40836","3","3","3"
"40840","-1","-1","-1"
"40847","5","5","5"
"40857","2","2","2"
"40861","-2","-2","-2"
"40863","4","4","4"
"40864","0","0","0"
"40865","1","1","1"
"40878","20","20","20"
"40885","1","1","1"
"40891","-2","-2","-2"
"40895","1","1","1"
"40896","0","0","0"
"40897","10","10","10"
"40899","6","6","6"
"40906","3","3","3"
"40911","0","0","0"
"40912","1","1","1"
"40915","-1","-1","-1"
"40924","5","5","5"
"40934","-2","-2","-2"
"40936","7","7","7"
"40941","3","3","3"
"40942","-1","-1","-1"
"40943","21","21","21"
"40948","6","6","6"
"40954","12","12","12"
"40958","5","5","5"
"40966","25","25","25"
"40967","0","0","0"
"40968","1","1","1"
"40971","3","3","3"
"40993","-1","-1","-1"
"40996","0","0","0"
"40997","1","1","1"
"40998","1","1","1"
"41000","5","5","5"
"41004","9","9","9"
"41011","3","3","3"
"41025","4","4","4"
"41031","-1","-1","-1"
"41039","-1","-1","-1"
"41044","10","10","10"
"41045","-1","-1","-1"
"41046","9","9","9"
"41064","2","2","2"
"41070","-2","-2","-2"
"41081","41","41","41"
"41089","24","24","24"
"41095","22","22","22"
"41099","2","2","2"
"41100","4","4","4"
"41110","1","1","1"
"41114","10","10","10"
"41115","2","2","2"
"41124","-2","-2","-2"
"41129","1","1","1"
"41130","-1","-1","-1"
"41144","5","5","5"
"41147","0","0","0"
"41159","18","18","18"
"41160","1","1","1"
"41167","-2","-2","-2"
"41178","6","6","6"
"41179","-1","-1","-1"
"41181","-1","-1","-1"
"41185","3","3","3"
"41188","8","8","8"
"41200","2","2","2"
"41202","0","0","0"
"41203","-2","-2","-2"
"41214","3","3","3"
"41215","2","2","2"
"41216","21","21","21"
"41230","16","16","16"
"41251","1","1","1"
"41252","3","3","3"
"41260","3","3","3"
"41264","-1","-1","-1"
"41265","12","12","12"
"41270","7","7","7"
"41274","1","1","1"
"41275","-2","-2","-2"
"41281","7","7","7"
"41283","12","12","12"
"41289","-2","-2","-2"
"41295","0","0","0"
"41303","5","5","5"
"41307","-1","-1","-1"
"41315","8","8","8"
"41317","1","1","1"
"41339","1","1","1"
"41340","5","5","5"
"41344","8","8","8"
"41359","-2","-2","-2"
"41362","3","3","3"
"41367","0","0","0"
"41383","3","3","3"
"41385","-1","-1","-1"
"41395","3","3","3"
"41401","3","3","3"
"41405","-1","-1","-1"
"41406","2","2","2"
"41410","11","11","11"
"41414","1","1","1"
"41417","2","2","2"
"41428","8","8","8"
"41432","-2","-2","-2"
"41440","23","23","23"
"41442","6","6","6"
"41458","-2","-2","-2"
"41459","1","1","1"
"41461","9","9","9"
"41463","2","2","2"
"41464","4","4","4"
"41465","-1","-1","-1"
"41476","-2","-2","-2"
"41483","9","9","9"
"41495","2","2","2"
"41496","4","4","4"
"41506","7","7","7"
"41517","9","9","9"
"41521","3","3","3"
"41523","2","2","2"
"41526","1","1","1"
"41527","2","2","2"
"41529","9","9","9"
"41531","10","10","10"
"41538","1","1","1"
"41542","-2","-2","-2"
"41555","0","0","0"
"41560","35","35","35"
"41566","28","28","28"
"41569","9","9","9"
"41570","-2","-2","-2"
"41576","-1","-1","-1"
"41581","4","4","4"
"41593","3","3","3"
"41605","7","7","7"
"41607","2","2","2"
"41610","2","2","2"
"41625","7","7","7"
"41637","4","4","4"
"41639","1","1","1"
"41645","3","3","3"
"41652","22","22","22"
"41654","4","4","4"
"41656","18","18","18"
"41657","5","5","5"
"41661","18","18","18"
"41662","-1","-1","-1"
"41667","3","3","3"
"41671","5","5","5"
"41677","27","27","27"
"41683","0","0","0"
"41692","-1","-1","-1"
"41694","2","2","2"
"41697","-2","-2","-2"
"41703","4","4","4"
"41706","32","32","32"
"41707","24","24","24"
"41709","-2","-2","-2"
"41710","-2","-2","-2"
"41712","27","27","27"
"41716","-2","-2","-2"
"41721","2","2","2"
"41734","9","9","9"
"41737","4","4","4"
"41743","4","4","4"
"41744","2","2","2"
"41750","7","7","7"
"41752","7","7","7"
"41756","2","2","2"
"41759","3","3","3"
"41760","0","0","0"
"41764","-2","-2","-2"
"41766","-1","-1","-1"
"41771","8","8","8"
"41778","-1","-1","-1"
"41779","-2","-2","-2"
"41782","7","7","7"
"41792","2","2","2"
"41805","4","4","4"
"41813","-1","-1","-1"
"41819","24","24","24"
"41821","0","0","0"
"41833","3","3","3"
"41834","0","0","0"
"41835","-1","-1","-1"
"41848","11","11","11"
"41858","-1","-1","-1"
"41860","2","2","2"
"41866","1","1","1"
"41871","4","4","4"
"41877","3","3","3"
"41879","4","4","4"
"41884","4","4","4"
"41888","-2","-2","-2"
"41891","-2","-2","-2"
"41893","6","6","6"
"41896","5","5","5"
"41899","0","0","0"
"41900","33","33","33"
"41902","-1","-1","-1"
"41905","-1","-1","-1"
"41914","18","18","18"
"41919","12","12","12"
"41927","-2","-2","-2"
"41946","2","2","2"
"41951","-1","-1","-1"
"41952","-2","-2","-2"
"41954","-1","-1","-1"
"41958","3","3","3"
"41960","3","3","3"
"41962","-2","-2","-2"
"41964","-1","-1","-1"
"41969","7","7","7"
"41971","9","9","9"
"41979","2","2","2"
"41981","-1","-1","-1"
"41984","-1","-1","-1"
"41985","2","2","2"
"41997","2","2","2"
"42004","1","1","1"
"42009","10","10","10"
"42016","0","0","0"
"42021","28","28","28"
"42022","5","5","5"
"42023","8","8","8"
"42025","-1","-1","-1"
"42028","-1","-1","-1"
"42030","-2","-2","-2"
"42033","4","4","4"
"42037","-2","-2","-2"
"42047","-2","-2","-2"
"42050","7","7","7"
"42051","26","26","26"
"42055","11","11","11"
"42062","2","2","2"
"42072","5","5","5"
"42075","2","2","2"
"42077","16","16","16"
"42085","14","14","14"
"42086","7","7","7"
"42088","5","5","5"
"42092","0","0","0"
"42095","8","8","8"
"42096","6","6","6"
"42103","4","4","4"
"42107","0","0","0"
"42108","-2","-2","-2"
"42110","3","3","3"
"42118","11","11","11"
"42121","2","2","2"
"42123","11","11","11"
"42142","10","10","10"
"42151","6","6","6"
"42155","1","1","1"
"42157","-1","-1","-1"
"42159","2","2","2"
"42167","1","1","1"
"42168","0","0","0"
"42170","9","9","9"
"42171","4","4","4"
"42172","2","2","2"
"42174","0","0","0"
"42175","13","13","13"
"42185","4","4","4"
"42197","7","7","7"
"42200","-2","-2","-2"
"42201","2","2","2"
"42202","1","1","1"
"42203","2","2","2"
"42207","10","10","10"
"42208","9","9","9"
"42210","0","0","0"
"42214","7","7","7"
"42221","7","7","7"
"42223","2","2","2"
"42224","10","10","10"
"42229","2","2","2"
"42230","0","0","0"
"42235","4","4","4"
"42236","2","2","2"
"42237","2","2","2"
"42243","9","9","9"
"42246","4","4","4"
"42247","4","4","4"
"42252","-2","-2","-2"
"42253","10","10","10"
"42259","-2","-2","-2"
"42261","29","29","29"
"42264","-1","-1","-1"
"42269","-2","-2","-2"
"42271","-1","-1","-1"
"42272","12","12","12"
"42273","-2","-2","-2"
"42275","2","2","2"
"42277","8","8","8"
"42282","5","5","5"
"42295","3","3","3"
"42302","6","6","6"
"42329","12","12","12"
"42336","-1","-1","-1"
"42343","25","25","25"
"42344","3","3","3"
"42348","21","21","21"
"42352","18","18","18"
"42354","-1","-1","-1"
"42361","0","0","0"
"42365","-1","-1","-1"
"42366","-1","-1","-1"
"42367","3","3","3"
"42380","1","1","1"
"42389","1","1","1"
"42391","8","8","8"
"42398","0","0","0"
"42399","4","4","4"
"42411","2","2","2"
"42413","24","24","24"
"42415","10","10","10"
"42422","-2","-2","-2"
"42432","-2","-2","-2"
"42436","6","6","6"
"42437","1","1","1"
"42451","-1","-1","-1"
"42464","3","3","3"
"42476","1","1","1"
"42487","2","2","2"
"42492","22","22","22"
"42495","-2","-2","-2"
"42499","0","0","0"
"42504","-1","-1","-1"
"42508","3","3","3"
"42509","3","3","3"
"42521","3","3","3"
"42522","1","1","1"
"42523","2","2","2"
"42529","0","0","0"
"42541","6","6","6"
"42542","5","5","5"
"42544","4","4","4"
"42545","-2","-2","-2"
"42546","5","5","5"
"42548","-2","-2","-2"
"42550","19","19","19"
"42551","2","2","2"
"42554","7","7","7"
"42555","1","1","1"
"42558","0","0","0"
"42563","-1","-1","-1"
"42569","8","8","8"
"42573","3","3","3"
"42582","1","1","1"
"42588","1","1","1"
"42590","-2","-2","-2"
"42596","2","2","2"
"42600","4","4","4"
"42603","0","0","0"
"42606","27","27","27"
"42617","18","18","18"
"42619","3","3","3"
"42623","1","1","1"
"42636","0","0","0"
"42637","1","1","1"
"42642","10","10","10"
"42643","11","11","11"
"42646","0","0","0"
"42653","2","2","2"
"42657","23","23","23"
"42661","3","3","3"
"42663","22","22","22"
"42665","3","3","3"
"42666","-2","-2","-2"
"42670","1","1","1"
"42671","11","11","11"
"42673","17","17","17"
"42676","13","13","13"
"42681","-1","-1","-1"
"42682","9","9","9"
"42687","4","4","4"
"42691","13","13","13"
"42692","1","1","1"
"42695","1","1","1"
"42702","4","4","4"
"42714","16","16","16"
"42715","13","13","13"
"42718","2","2","2"
"42719","24","24","24"
"42721","1","1","1"
"42724","1","1","1"
"42726","11","11","11"
"42732","1","1","1"
"42735","-2","-2","-2"
"42738","5","5","5"
"42741","7","7","7"
"42754","-1","-1","-1"
"42756","5","5","5"
"42757","6","6","6"
"42759","25","25","25"
"42765","4","4","4"
"42771","3","3","3"
"42775","20","20","20"
"42776","0","0","0"
"42780","22","22","22"
"42781","0","0","0"
"42782","0","0","0"
"42783","7","7","7"
"42787","25","25","25"
"42788","11","11","11"
"42799","12","12","12"
"42805","19","19","19"
"42806","7","7","7"
"42816","4","4","4"
"42822","5","5","5"
"42826","2","2","2"
"42827","2","2","2"
"42830","9","9","9"
"42831","1","1","1"
"42833","-1","-1","-1"
"42839","3","3","3"
"42846","0","0","0"
"42849","21","21","21"
"42851","-2","-2","-2"
"42855","2","2","2"
"42858","17","17","17"
"42862","12","12","12"
"42863","21","21","21"
"42868","7","7","7"
"42869","10","10","10"
"42871","-2","-2","-2"
"42878","-2","-2","-2"
"42879","5","5","5"
"42881","0","0","0"
"42882","-1","-1","-1"
"42899","1","1","1"
"42901","24","24","24"
"42903","23","23","23"
"42920","4","4","4"
"42925","5","5","5"
"42927","9","9","9"
"42929","23","23","23"
"42930","0","0","0"
"42939","6","6","6"
"42942","3","3","3"
"42944","-1","-1","-1"
"42950","31","31","31"
"42952","11","11","11"
"42959","-1","-1","-1"
"42968","5","5","5"
"42978","3","3","3"
"42985","9","9","9"
"42986","11","11","11"
"42993","1","1","1"
"42999","9","9","9"
"43002","-2","-2","-2"
"43005","18","18","18"
"43007","-1","-1","-1"
"43008","-2","-2","-2"
"43013","0","0","0"
"43015","0","0","0"
"43026","-2","-2","-2"
"43034","2","2","2"
"43058","3","3","3"
"43059","2","2","2"
"43060","0","0","0"
"43062","-2","-2","-2"
"43063","6","6","6"
"43069","-2","-2","-2"
"43074","0","0","0"
"43092","0","0","0"
"43093","3","3","3"
"43099","3","3","3"
"43103","5","5","5"
"43109","14","14","14"
"43112","0","0","0"
"43122","0","0","0"
"43126","20","20","20"
"43131","-1","-1","-1"
"43152","1","1","1"
"43156","4","4","4"
"43158","0","0","0"
"43167","6","6","6"
"43168","1","1","1"
"43180","26","26","26"
"43185","-2","-2","-2"
"43187","0","0","0"
"43198","5","5","5"
"43203","-1","-1","-1"
"43204","0","0","0"
"43219","-1","-1","-1"
"43224","4","4","4"
"43227","19","19","19"
"43234","3","3","3"
"43249","1","1","1"
"43251","10","10","10"
"43253","11","11","11"
"43256","2","2","2"
"43261","-2","-2","-2"
"43269","-1","-1","-1"
"43280","5","5","5"
"43282","4","4","4"
"43287","1","1","1"
"43288","5","5","5"
"43290","4","4","4"
"43294","1","1","1"
"43297","27","27","27"
"43300","-1","-1","-1"
"43304","0","0","0"
"43307","-1","-1","-1"
"43308","-1","-1","-1"
"43309","9","9","9"
"43319","1","1","1"
"43321","4","4","4"
"43323","2","2","2"
"43339","9","9","9"
"43340","-2","-2","-2"
"43344","5","5","5"
"43349","9","9","9"
"43350","0","0","0"
"43359","3","3","3"
"43362","2","2","2"
"43365","1","1","1"
"43369","1","1","1"
"43370","-1","-1","-1"
"43379","-2","-2","-2"
"43389","23","23","23"
"43390","14","14","14"
"43391","-2","-2","-2"
"43395","8","8","8"
"43397","2","2","2"
"43398","7","7","7"
